Name,Release Year,Certificate,Duration,Poster,Trailer,Genre,Rating,Rating Count,Country,Director,Writer,Stars,Story,Budget,Gross US & Canada,Opening weekend US & Canada,Gross worldwide,Cost,Income
Shrek the Musical,2013,TV-G,130.0,https://m.media-amazon.com/images/M/MV5BN2U4YzBhNmYtNzAxZS00ZjcyLTg5NDEtMDM4ODVkMTZlZmNkXkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_.jpg,https://www.imdb.com/video/vi1545447705/,"['Comedy', 'Family', 'Fantasy']",6.9,4165,['United States'],['Michael John Warren'],"['David Lindsay-Abaire', 'William Steig', 'Ted Elliott']","['Brian d&apos;Arcy James', 'Sutton Foster', 'Christopher Sieber']",Make room for ogre-sized family fun as the greatest fairy tale never told comes to life in a whole new way in this breathtaking Broadway musical adaptation of the hit movie Shrek!,,,,,,
Coriolanus,2012,R-18,123.0,https://m.media-amazon.com/images/M/MV5BMTcyMjAwMjA2N15BMl5BanBnXkFtZTcwOTI0MjA0Ng@@._V1_.jpg,https://www.imdb.com/video/vi2877398553/,"['Drama', 'Thriller', 'War']",6.1,33188,['United Kingdom'],['Ralph Fiennes'],"['John Logan', 'William Shakespeare']","['Ralph Fiennes', 'Gerard Butler', 'Brian Cox']",A banished hero of Rome allies with a sworn enemy to take his revenge on the city.,,"$757,195","$61,136","$2,435,325",,"$2,435,325"
The Warrior&apos;s Way,2010,R,100.0,https://m.media-amazon.com/images/M/MV5BY2NjNDdhMDktNDcxYy00MjM4LWIzMzQtODY2MzAyZTk5N2VhXkEyXkFqcGdeQXVyMTEyOTQ1OTk4._V1_.jpg,https://www.imdb.com/video/vi1416337689/,"['Action', 'Drama', 'Fantasy']",6.2,26993,"['New Zealand', 'South Korea']",['Sngmoo Lee'],"['Sngmoo Lee', 'Scott Reynolds']","['Jang Dong-Gun', 'Kate Bosworth', 'Geoffrey Rush']",A warrior-assassin is forced to hide in a small town in the American Badlands after refusing a mission.,"$42,000,000 (estimated)","$5,666,340","$3,048,665","$11,103,434","$42,000,000 (estimated)","$11,103,434"
The Seasoning House,2013,Not Rated,90.0,https://m.media-amazon.com/images/M/MV5BMjI0OTEyMTQ0OF5BMl5BanBnXkFtZTgwMjQwMzM2MDE@._V1_.jpg,https://www.imdb.com/video/vi2503976473/,"['Drama', 'Horror', 'Thriller']",6.1,10850,['United Kingdom'],['Paul Hyett'],"['Paul Hyett', 'Conal Palmer', 'Adrian Rigelsford']","['Rosie Day', 'Sean Pertwee', 'Kevin Howarth']","Sold at a brothel deep in the woods to work as a caretaker, a hapless deaf girl must summon the courage to fight for her life.","£850,000 (estimated)",,,,"£850,000 (estimated)",
Resolution,2013,Not Rated,93.0,https://m.media-amazon.com/images/M/MV5BMTY1OTI0NjcyM15BMl5BanBnXkFtZTcwOTc1NzI5OA@@._V1_.jpg,https://www.imdb.com/video/vi2110039833/,"['Drama', 'Horror', 'Mystery']",6.4,19060,['United States'],"['Justin Benson', 'Aaron Moorhead']",['Justin Benson'],"['Peter Cilella', 'Vinny Curran', 'Emily Montague']","A man imprisons his estranged junkie friend in an isolated cabin in the boonies of San Diego to force him through a week of sobriety, but the events of that week are being mysteriously manipulated.",,,,,,
Darbareye Elly,2009,TV-PG,119.0,https://m.media-amazon.com/images/M/MV5BMTQ0MzQxODQ0MV5BMl5BanBnXkFtZTgwNTQ0NzY4NDE@._V1_.jpg,https://www.imdb.com/video/vi4091460121/,"['Drama', 'Mystery']",7.9,56238,"['Iran', 'France']",['Asghar Farhadi'],"['Asghar Farhadi', 'Azad Jafarian']","['Golshifteh Farahani', 'Shahab Hosseini', 'Taraneh Alidoosti']",The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,,"$470,760","$13,180","$879,422",,"$879,422"
Copie conforme,2010,Not Rated,106.0,https://m.media-amazon.com/images/M/MV5BYzhiNGVmZDEtZjk4MC00ZjcwLWI2NzUtNzNkYzY2ZjQyODRjXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,https://www.imdb.com/video/vi3646593561/,"['Drama', 'Romance']",7.2,26263,"['France', 'Italy', 'Belgium', 'Iran']",['Abbas Kiarostami'],"['Abbas Kiarostami', 'Caroline Eliacheff']","['Juliette Binoche', 'William Shimell', 'Jean-Claude Carrière']","In Tuscany to promote his latest book, a middle-aged British writer meets a French woman who leads him to the village of Lucignano. While there, a chance question reveals something deeper.","€7,000,000 (estimated)","$1,373,975","$77,937","$7,736,632","€7,000,000 (estimated)","$7,736,632"
Temptation: Confessions of a Marriage Counselor,2013,PG-13,111.0,https://m.media-amazon.com/images/M/MV5BMjIyMzIwMTk0MV5BMl5BanBnXkFtZTcwNzM4NDI4OA@@._V1_.jpg,https://www.imdb.com/video/vi636069657/,['Drama'],4.9,12350,['United States'],['Tyler Perry'],['Tyler Perry'],"['Jurnee Smollett', 'Vanessa Williams', 'Brandy Norwood']","An ambitious married woman&apos;s temptation by a handsome billionaire leads to betrayal, recklessness, and forever alters the course of her life.",,"$51,975,354","$21,641,679","$53,143,144",,"$53,143,144"
Por un puñado de besos,2014,,98.0,https://m.media-amazon.com/images/M/MV5BNTcwMDJkMWItNDBhNi00Y2MzLTlkZmUtMjEzODk3YTFmMTQ2XkEyXkFqcGdeQXVyMjc2OTc5Nzg@._V1_.jpg,https://www.imdb.com/video/vi1250606105/,"['Drama', 'Romance']",5.7,1026,['Spain'],['David Menkes'],"['David Menkes', 'Jordi Sierra i Fabra']","['Ana de Armas', 'Martiño Rivas', 'Marina Salas']","A girl. A boy. A love story. But also about dreams, fears, life, true love, friendship and how we deal with it. And a secret between them...",,,,"$384,083",,"$384,083"
The Back-up Plan,2010,PG-12,104.0,https://m.media-amazon.com/images/M/MV5BNjAzODM4NTc1OF5BMl5BanBnXkFtZTcwNDU2ODUzMw@@._V1_.jpg,https://www.imdb.com/video/vi4230218777/,"['Comedy', 'Romance']",5.3,51561,['United States'],['Alan Poul'],['Kate Angelo'],"['Jennifer Lopez', 'Alex O&apos;Loughlin', 'Michaela Watkins']","A woman conceives twins through artificial insemination, then meets the man of her dreams on the very same day.","$35,000,000 (estimated)","$37,490,007","$12,201,710","$77,477,008","$35,000,000 (estimated)","$77,477,008"
Hick,2012,R,99.0,https://m.media-amazon.com/images/M/MV5BNTUxNzU1NzE1Nl5BMl5BanBnXkFtZTcwNTQ0MTE2Nw@@._V1_.jpg,https://www.imdb.com/video/vi4083458841/,"['Comedy', 'Drama']",5.5,20632,['United States'],['Derick Martini'],"['Andrea Portes', 'Derick Martini']","['Chloë Grace Moretz', 'Blake Lively', 'Rory Culkin']",A Nebraska teen gets more than she bargained for when she sets out for the bright lights of Las Vegas.,"$7,000,000 (estimated)",,,,"$7,000,000 (estimated)",
Extreme Movie,2009,R,86.0,https://m.media-amazon.com/images/M/MV5BNDAzNzQ4MDEtOGViNi00YjliLTlkMmItNjc0YWRhZGJhMDJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.imdb.com/video/vi3315056153/,['Comedy'],3.7,11450,['United States'],"['Adam Jay Epstein', 'Andrew Jacobson']","['Adam Jay Epstein', 'Andrew Jacobson', 'Will Forte']","['Frankie Muniz', 'Michael Cera', 'Ashley Schneider']",A sketch-comedy movie about the joys and embarrassments of teen sex. But mostly the embarrassments.,,,,"$54,822",,"$54,822"
The Pink Panther 2,2009,0+,92.0,https://m.media-amazon.com/images/M/MV5BMTIyOTI2ODY2MF5BMl5BanBnXkFtZTcwMzU2MTYxMg@@._V1_.jpg,https://www.imdb.com/video/vi3470721817/,"['Action', 'Adventure', 'Comedy']",5.6,47456,['United States'],['Harald Zwart'],"['Scott Neustadter', 'Michael H. Weber', 'Steve Martin']","['Steve Martin', 'Jean Reno', 'Emily Mortimer']",Insp. Jacques Clouseau teams up with a squad of International detectives who are just as bumbling as he is. Their mission: Stop a globe-trotting thief who specializes in stealing historical artifacts.,"$70,000,000 (estimated)","$35,922,978","$11,588,150","$76,025,134","$70,000,000 (estimated)","$76,025,134"
Ramona and Beezus,2010,G,104.0,https://m.media-amazon.com/images/M/MV5BMTk4MTU0MTczM15BMl5BanBnXkFtZTcwNjYzOTI0Mw@@._V1_.jpg,https://www.imdb.com/video/vi2269972249/,"['Comedy', 'Drama', 'Family']",6.5,19808,['United States'],['Elizabeth Allen Rosenbaum'],"['Laurie Craig', 'Nick Pustay', 'Beverly Cleary']","['Joey King', 'Selena Gomez', 'Bridget Moynahan']","An adventurous young girl uses her imagination to escape her reality, that is quickly spinning out of reach.","$15,000,000 (estimated)","$26,167,002","$7,810,481","$27,293,743","$15,000,000 (estimated)","$27,293,743"
Madea&apos;s Big Happy Family,2011,PG-13,106.0,https://m.media-amazon.com/images/M/MV5BNjQ1NDQzNDAwMV5BMl5BanBnXkFtZTcwNDYxNzk0NA@@._V1_.jpg,https://www.imdb.com/video/vi3980892697/,"['Comedy', 'Drama']",4.8,8521,['United States'],['Tyler Perry'],['Tyler Perry'],"['Tyler Perry', 'Loretta Devine', 'Shad Moss']","The crazy and comical Mabel Simmons, otherwise known as Madea, tries to wrangle her fighting family together for a family dinner regarding the health of her niece Shirley.","$25,000,000 (estimated)","$53,345,287","$25,068,677","$54,161,287","$25,000,000 (estimated)","$54,161,287"
Extract,2009,R,92.0,https://m.media-amazon.com/images/M/MV5BMTgzNzU3OTQ4NV5BMl5BanBnXkFtZTcwOTY3MzA4Mg@@._V1_.jpg,https://www.imdb.com/video/vi4097835801/,"['Comedy', 'Crime', 'Romance']",6.1,49919,['United States'],['Mike Judge'],['Mike Judge'],"['Jason Bateman', 'Kristen Wiig', 'Ben Affleck']","Joel, the owner of an extract plant, tries to contend with myriad personal and professional problems, such as his potentially unfaithful wife and employees who want to take advantage of him.","$8,000,000 (estimated)","$10,823,158","$4,340,108","$10,848,783","$8,000,000 (estimated)","$10,848,783"
Polytechnique,2009,Not Rated,77.0,https://m.media-amazon.com/images/M/MV5BMTMwODQ5MzY1Ml5BMl5BanBnXkFtZTcwNTc4MDE1Mg@@._V1_.jpg,https://www.imdb.com/video/vi1967635993/,"['Crime', 'Drama', 'History']",7.2,18122,['Canada'],['Denis Villeneuve'],"['Jacques Davidts', 'Denis Villeneuve', 'Eric Leca']","['Maxim Gaudette', 'Sébastien Huberdeau', 'Karine Vanasse']","A dramatization of the 1989 Montréal Massacre, during which several female engineering students were murdered by an unstable misogynist.",,,,,,
Rampart,2012,R,108.0,https://m.media-amazon.com/images/M/MV5BMTk4MjAxNzU2MV5BMl5BanBnXkFtZTcwMDA5NTAwNw@@._V1_.jpg,https://www.imdb.com/video/vi4110458393/,"['Crime', 'Drama']",5.8,24959,['United States'],['Oren Moverman'],"['James Ellroy', 'Oren Moverman']","['Woody Harrelson', 'Ben Foster', 'Sigourney Weaver']","Set in 1999 Los Angeles, veteran police officer Dave Brown, the last of the renegade cops, works to take care of his family, and struggles for his own survival.","$12,000,000 (estimated)","$972,512","$60,446","$1,567,905","$12,000,000 (estimated)","$1,567,905"
Beasts of the Southern Wild,2013,PG-13,93.0,https://m.media-amazon.com/images/M/MV5BMTgxNDM5MDM1Ml5BMl5BanBnXkFtZTcwOTYwNzQ3Nw@@._V1_.jpg,https://www.imdb.com/video/vi877306649/,"['Adventure', 'Drama', 'Fantasy']",7.2,84567,['United States'],['Benh Zeitlin'],"['Lucy Alibar', 'Benh Zeitlin']","['Quvenzhané Wallis', 'Dwight Henry', 'Levy Easterly']","Faced with both her hot-tempered father&apos;s fading health and melting ice-caps that flood her ramshackle bayou community and unleash ancient aurochs, six-year-old Hushpuppy must learn the ways of courage and love.","$1,800,000 (estimated)","$12,795,746","$169,702","$21,107,746","$1,800,000 (estimated)","$21,107,746"
Holy Motors,2012,Not Rated,115.0,https://m.media-amazon.com/images/M/MV5BODk2MDc4MDk2OF5BMl5BanBnXkFtZTcwMTcyODY1OA@@._V1_.jpg,https://www.imdb.com/video/vi2903483417/,"['Drama', 'Fantasy']",7.0,48329,"['France', 'Germany', 'Belgium']",['Leos Carax'],['Leos Carax'],"['Denis Lavant', 'Edith Scob', 'Eva Mendes']",A man boards a limousine to be driven to his day&apos;s work: nine mysterious &quot;appointments.&quot;,,"$641,100","$18,866","$1,954,125",,"$1,954,125"
Lucky Bastard,2014,NC-17,94.0,https://m.media-amazon.com/images/M/MV5BMjMwODI2MjI3Nl5BMl5BanBnXkFtZTcwMTM2NjYxOQ@@._V1_.jpg,https://www.imdb.com/video/vi4254313241/,"['Crime', 'Drama', 'Horror']",4.4,1135,['United States'],['Robert Nathan'],"['Lukas Kendall', 'Robert Nathan']","['Don McManus', 'Jay Paulson', 'Betsy Rue']","A fan is invited to take part in a porn video with his favourite porn star. He is romantically rejected, and goes on a killing spree on location.",,,,,,
Courageous,2022,PG-13,130.0,https://m.media-amazon.com/images/M/MV5BZTJiZWE4NmYtYTA4MC00MjE5LTk1NTItYzg2YjU5YWNjNGNiXkEyXkFqcGdeQXVyMzI4NzU1MzA@._V1_.jpg,https://www.imdb.com/video/vi2077596697/,['Drama'],6.9,21360,['United States'],['Alex Kendrick'],"['Alex Kendrick', 'Stephen Kendrick']","['Alex Kendrick', 'Ken Bevel', 'Kevin Downes']","When a tragedy strikes close to home, four police officers struggle with their faith and their roles as husbands and fathers. Together they make a decision that will change all of their lives.","$2,000,000 (estimated)","$35,027,076","$9,112,839","$35,690,739","$2,000,000 (estimated)","$35,690,739"
The Odd Life of Timothy Green,2012,PG,105.0,https://m.media-amazon.com/images/M/MV5BOTNkYjM1YTAtYTFiOC00ZDY2LWI5ZDYtODEwZDM4ZDljNDgwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,https://www.imdb.com/video/vi1960223257/,"['Comedy', 'Drama', 'Family']",6.6,48181,['United States'],['Peter Hedges'],"['Peter Hedges', 'Ahmet Zappa']","['Jennifer Garner', 'Joel Edgerton', 'CJ Adams']","A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.","$25,000,000 (estimated)","$51,854,875","$10,822,903","$56,012,642","$25,000,000 (estimated)","$56,012,642"
Chasing Mavericks,2012,PG,116.0,https://m.media-amazon.com/images/M/MV5BMzc5MTU5MTk2OF5BMl5BanBnXkFtZTcwMzg3NjcxOA@@._V1_.jpg,https://www.imdb.com/video/vi3341722905/,"['Biography', 'Drama', 'Sport']",7.1,34159,['United States'],"['Michael Apted', 'Curtis Hanson']","['Kario Salem', 'Jim Meenaghan', 'Brandon Hooper']","['Jonny Weston', 'Gerard Butler', 'Elisabeth Shue']","When young Jay Moriarity discovers that the mythic Mavericks surf break, one of the biggest waves on Earth, exists just miles from his Santa Cruz home, he enlists the help of local legend Frosty Hesson to train him to survive it.","$20,000,000 (estimated)","$6,002,756","$2,268,274","$7,942,116","$20,000,000 (estimated)","$7,942,116"
Ai no mukidashi,2009,Unrated,237.0,https://m.media-amazon.com/images/M/MV5BZmI5Y2UyZWMtY2FjYy00MzZiLTgwYjUtMzZiM2RiMDRjNTZkXkEyXkFqcGdeQXVyMjYzMDI3OTY@._V1_.jpg,,"['Action', 'Comedy', 'Drama']",8.0,15421,['Japan'],['Sion Sono'],['Sion Sono'],"['Takahiro Nishijima', 'Hikari Mitsushima', 'Sakura Ando']","A bizarre love triangle forms between a young Catholic upskirt photographer, a misandric girl and a manipulative cultist.",,,,,,
L&apos;inconnu du lac,2013,Not Rated,100.0,https://m.media-amazon.com/images/M/MV5BMjE5MjcxODYxMl5BMl5BanBnXkFtZTgwNzA2NjYwMTE@._V1_.jpg,https://www.imdb.com/video/vi3082861081/,"['Drama', 'Romance', 'Thriller']",6.9,15639,['France'],['Alain Guiraudie'],['Alain Guiraudie'],"['Pierre Deladonchamps', 'Christophe Paou', 'Patrick d&apos;Assumçao']","Summertime. A cruising spot for men, tucked away on the shores of a lake. Franck falls in love with Michel, an attractive, potent and lethally dangerous man. Franck knows this but wants to live out his passion anyway.",,"$325,196","$27,599","$1,156,137",,"$1,156,137"
The Spy Next Door,2010,PG,94.0,https://m.media-amazon.com/images/M/MV5BMTI5MjEzMjM4N15BMl5BanBnXkFtZTcwODc0ODEwMw@@._V1_.jpg,https://www.imdb.com/video/vi3031631129/,"['Action', 'Comedy', 'Family']",5.4,46251,['United States'],['Brian Levant'],"['Jonathan Bernstein', 'James Greer', 'Gregory Poirier']","['Jackie Chan', 'Amber Valletta', 'Billy Ray Cyrus']","Former C.I.A. spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend&apos;s three kids, who haven&apos;t exactly warmed to their mom&apos;s beau.","$28,000,000 (estimated)","$24,307,086","$9,726,056","$62,574,241","$28,000,000 (estimated)","$62,574,241"
How I Live Now,2013,R,101.0,https://m.media-amazon.com/images/M/MV5BMTU4NTg4NzgzMF5BMl5BanBnXkFtZTgwOTU1NTMxMDE@._V1_.jpg,https://www.imdb.com/video/vi592029977/,"['Action', 'Adventure', 'Drama']",6.4,31690,"['United Kingdom', 'Canada']",['Kevin Macdonald'],"['Meg Rosoff', 'Jeremy Brock', 'Penelope Skinner']","['Saoirse Ronan', 'Tom Holland', 'George MacKay']","An American girl, sent to the English countryside to stay with relatives, finds love and purpose while fighting for her survival as war envelops the world around her.","$8,000,000 (estimated)","$60,213","$28,547","$925,762","$8,000,000 (estimated)","$925,762"
Ôkami kodomo no Ame to Yuki,2012,0+,117.0,https://m.media-amazon.com/images/M/MV5BYzQxNDZhNDUtNDUwOC00NjQyLTg2OWUtZWVlYThjYjYyMTc2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,https://www.imdb.com/video/vi2357438489/,"['Animation', 'Drama', 'Family']",8.1,48167,['Japan'],['Mamoru Hosoda'],"['Mamoru Hosoda', 'Satoko Okudera']","['Aoi Miyazaki', 'Takao Osawa', 'Haru Kuroki']","After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from s...",,,,"$54,999,779",,"$54,999,779"
Fruitvale Station,2014,6+,85.0,https://m.media-amazon.com/images/M/MV5BMTQ0OTU1MDkxMF5BMl5BanBnXkFtZTcwNjI5OTA3OQ@@._V1_.jpg,https://www.imdb.com/video/vi1457760537/,"['Biography', 'Crime', 'Drama']",7.5,84869,['United States'],['Ryan Coogler'],['Ryan Coogler'],"['Michael B. Jordan', 'Melonie Diaz', 'Octavia Spencer']","The story of Oscar Grant III, a 22-year-old Bay Area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008.","$900,000 (estimated)","$16,101,339","$386,291","$17,385,830","$900,000 (estimated)","$17,385,830"
La belle personne,2008,Unrated,97.0,https://m.media-amazon.com/images/M/MV5BNTY5ZGMyZDEtY2E3Ny00ZDZkLTk4YmUtMWI1YjRkNTRmNDQzXkEyXkFqcGdeQXVyMTA3NjcyOTI2._V1_.jpg,https://www.imdb.com/video/vi3796744729/,"['Comedy', 'Drama']",6.6,7742,['France'],['Christophe Honoré'],"['Christophe Honoré', 'Gilles Taurand', 'Madame de La Fayette']","['Louis Garrel', 'Léa Seydoux', 'Grégoire Leprince-Ringuet']","Cute Junie starts at her cousin Matthias&apos; high school and class after her mom&apos;s death. She meets his friends. The boys want to date her - even her handsome, young Italian teacher.",,,,"$748,217",,"$748,217"
The Hunter,2011,R,102.0,https://m.media-amazon.com/images/M/MV5BNTI4Mzc0MTg4OV5BMl5BanBnXkFtZTcwNTc1NDQzNw@@._V1_.jpg,https://www.imdb.com/video/vi3822756121/,"['Adventure', 'Drama', 'Thriller']",6.7,40805,['Australia'],['Daniel Nettheim'],"['Alice Addison', 'Wain Fimeri', 'Daniel Nettheim']","['Willem Dafoe', 'Sam Neill', 'Morgan Davies']","Martin, a mercenary, is sent from Europe by a mysterious biotech company to the Tasmanian wilderness on a hunt for the last Tasmanian tiger.",,"$176,669","$19,032","$1,680,778",,"$1,680,778"
Breathe In,2013,R,98.0,https://m.media-amazon.com/images/M/MV5BMTgwNzY4MDYyN15BMl5BanBnXkFtZTgwODExMjgwMTE@._V1_.jpg,https://www.imdb.com/video/vi855091481/,"['Drama', 'Romance']",6.3,15512,['United States'],['Drake Doremus'],"['Drake Doremus', 'Ben York Jones']","['Felicity Jones', 'Guy Pearce', 'Mackenzie Davis']","When a foreign exchange student arrives in a small upstate New York town, she challenges the dynamics of her host family&apos;s relationships and alters their lives forever.",,"$89,661","$15,324","$500,207",,"$500,207"
Old Dogs,2010,PG,88.0,https://m.media-amazon.com/images/M/MV5BMjExMTYyMzk3MV5BMl5BanBnXkFtZTcwMzI2Njg0Mg@@._V1_.jpg,https://www.imdb.com/video/vi3064857881/,"['Comedy', 'Family']",5.3,39219,['United States'],['Walt Becker'],"['David Diamond', 'David Weissman']","['Robin Williams', 'John Travolta', 'Seth Green']",Two friends and business partners find their lives turned upside-down when strange circumstances lead them to be the temporary guardians of 7-year-old twins.,"$35,000,000 (estimated)","$49,492,060","$16,894,511","$96,753,696","$35,000,000 (estimated)","$96,753,696"
The Beaver,2012,6+,91.0,https://m.media-amazon.com/images/M/MV5BMzc0Nzc0MjA4OF5BMl5BanBnXkFtZTcwNTEyOTYxNA@@._V1_.jpg,https://www.imdb.com/video/vi3568211993/,['Drama'],6.6,50310,"['United States', 'United Arab Emirates']",['Jodie Foster'],['Kyle Killen'],"['Mel Gibson', 'Jodie Foster', 'Anton Yelchin']",A troubled husband and executive adopts a beaver hand-puppet as his sole means of communication.,"$21,000,000 (estimated)","$970,816","$107,577","$7,294,800","$21,000,000 (estimated)","$7,294,800"
Passchendaele,2008,R,114.0,https://m.media-amazon.com/images/M/MV5BMTcwOTAyMjEzMV5BMl5BanBnXkFtZTcwNjU5OTQzMg@@._V1_.jpg,https://www.imdb.com/video/vi388612889/,"['Drama', 'History', 'Romance']",6.4,8707,['Canada'],['Paul Gross'],['Paul Gross'],"['Paul Gross', 'Michael Greyeyes', 'James Kot']","The lives of a troubled veteran, his nurse girlfriend and a naive boy intersect first in Alberta and then in Belgium during the bloody World War I battle of Passchendaele.","CA$20,000,000 (estimated)",,,,"CA$20,000,000 (estimated)",
