Name,Release Year,Certificate,Duration,Poster,Trailer,Genre,Rating,Rating Count,Country,Director,Writer,Stars,Storyline,Cost,Income
,1996,,,"https://m.media-amazon.com/images/M/MV5BMjE1NjYzNjM1NV5BMl5BanBnXkFtZTYwMzQ5OTE5._V1_QL75_UX190_CR0,12,190,281_.jpg",,"Comedy, Romance",4.5,254,United States,Peter Shaner,Peter Shaner,"Billy Campbell, Jennifer Grey, Tim Curry, Adam Baldwin, Mark Sheppard, Tom McTigue, Holly Fulger, Kristin Minter, Elaine Hendrix, Adam Ant, Joyce Brothers, Anne Francis, Harold Gould, Byrne Piven, Sheryl Lee Ralph, Zelda Rubinstein, Dawn Wells, Julie Caitlin Brown","Steve Hunter (Billy Campbell) and Megan Forrester (Jennifer Gray), unbeknownst to them, are being guided and ""advised"" by one of Cupid's caseworkers (Tim Curry), who has been struggling to get Steve and Megan together for many lifetimes. Cupid might actually have a chance this li... Read all",,
,,,,"https://m.media-amazon.com/images/M/MV5BMTU0YWU4ODktZjRiZC00NDdjLWIwZmEtNDRiYTQyYmFjNGRhXkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_QL75_UX190_CR0,4,190,281_.jpg",,Comedy,4.4,87,United States,Ed Hansen,"John F. Goff, ""George Buck Flower"", Ed Hansen","Anastasia Brown, Kathy Pasmore, Taylor St. Clair, Julie Strain, John F. Goff, Dallas G. Austin, ""George Buck Flower"", Jeff Beasley, Anthony Mitchum, Hardy Oliver, Billy Twogood, Larry Dean Orem, Mark Dane, Jack Klarr, Jimmy Sarno","In the Old West, the government hires three strippers to travel to mining towns and keep the lonely--and, no doubt, horny--miners entertained. At one town the patriarch of a grungy outlaw family discovers that the girls are getting $500 a day from the government, and decides to k... Read all",,
,,,,"https://m.media-amazon.com/images/M/MV5BNTY2OTkxMzYtMGMxMC00MDNiLThhYWQtZWQ3ZWJmZjAzODNkXkEyXkFqcGdeQXVyMjU4NDY1ODA@._V1_QL75_UY281_CR4,0,190,281_.jpg",,"Action, Drama",4.6,111,India,K. Pappu,"Amrik Gill, K. Pappu, Raju Saigal","Suniel Shetty, Shilpa Shirodkar, Suresh Oberoi, Sudha Chandran, Mohnish Behl, Aruna Irani, Gulshan Grover, Prem Chopra, Rammohan Sharma, Rana Jung Bahadur, Bajrangi, Yusuf Bawa, Aditi, Sunil Dhawan, Bhupinder Singh, Balwant Bansal, Gurmeet Mitwa, Robert","Ravi Verma is an honest and diligent Inspector who lives with his wife, daughter, and brother Raghuveer. Ravi and Raghuveer are brothers with a very strong bond and both are extremely close to each other. However, there bond weakens because Raghuveer often gets into fights. Raghu... Read all",,
,1996,,,"https://m.media-amazon.com/images/M/MV5BNWRlMGQ2NzgtNmVkMi00NDI2LWJlZTEtMjliNjI5NmQ5MjU5XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR8,0,190,281_.jpg",,Drama,7.8,28,United Kingdom,,,,Drama centred around people living in a converted mill near the River Thames in London,,
,,,,"https://m.media-amazon.com/images/M/MV5BNmFlN2IyZmUtMDdiNS00NDVkLTg3N2ItYjQ3OTU5MGE4NjkzXkEyXkFqcGdeQXVyNzgzNDAzMTA@._V1_QL75_UY281_CR14,0,190,281_.jpg",,"Drama, Romance",,,India,Sanat Dutta,,"Kaushik Banerjee, Debnath Chatterjee, Chiranjit, Chanchal Dutta, Sumitra Mukherjee, Sunil Mukherjee, Rani, Niranjan Roy, Tele Samad, Rituparna Sengupta","'Rakhal Raja' is the story of Ajay, a shepherd boy. His music impresses Princess Radha and she falls in love with him. Phul, Ajay's childhood friend also loves him. But, she sacrifices her love. Ajay is captivated by Radha's brother Sumit and is sentenced to death. Phul risks her... Read all",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BODQ3MTU5Njc4MF5BMl5BanBnXkFtZTcwMTM3MjYzMQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",,Horror,4.2,198,United States,Todd Jason Cook,Todd Jason Cook,"Milton Rush, C. Jo Vela, Lisa DeWild, Todd Jason Cook, Bill DeWild, Mike Gebbie, Terry Aden, Sabrina Cook, DeeDee Schuman, Jan Mundorff, Thomas Banta, Jay Hova, Rick Cotton, Julia Hollingsworth, Edie Cook, Doria Rosa, Brad Martin, Brian Truitt","Brad Masters enters a contest and wins an album by his favorite band of all time, Living Corpse. The tape has a special song called ""Zombiefied"", which turns Brad and his friends into zombies at a party. Luckily, Brad's girlfriend Angel misses the party and it is up to her to sav... Read all",,
,,,,"https://m.media-amazon.com/images/M/MV5BYWUxMjhmMTItMWM4OS00NzRjLTkxYzgtOGViNzc2NzlhOTU1L2ltYWdlXkEyXkFqcGdeQXVyNTk0MzAzMzM@._V1_QL75_UX190_CR0,40,190,281_.jpg",,"Comedy, Short",7.6,647,Canada,Mike Clattenburg,"Mike Clattenburg, John Paul Tremblay, Robb Wells","Mike Smith, John Paul Tremblay, Robb Wells","Two mall security guards confront the mysterious ""Cart Boy"" who has been stealing shopping carts from the mall's parking lot.",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BMWJhZjI2ZWEtNGVkYy00ZmE3LTgxZTgtMWY0ZDhkMzU3MTdiXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR11,0,190,281_.jpg",,"Documentary, Action",6.2,161,Hong Kong,Toby Russell,George Tan,"Joel Cutrara, Jackie Chan, Sing Chen, Leo Fong, Jesse Glover, Claude Goetz, Philippe Graton, Ed Heart, Jeong-lee Hwang, Jim Kelly, Andy Lau, Bruce Lee, Ka-Yan Leung, Siu-Lung Leung, Joe Lewis, Bruce Li, Chin-Kun Li, Jet Li","Welcome to the world of the martial arts. A voyage for the times of the martial arts cinema, from the beginning in China in the 6th Century B.C. by a Buddhist monk, Bodhidharma, until the actual time and the influence in the world, with interviews to actors like Gordon Liu and Ja... Read all",,
,,,,"https://m.media-amazon.com/images/M/MV5BMjI1MzE4NzI0MV5BMl5BanBnXkFtZTcwODMwOTc0NA@@._V1_QL75_UY281_CR4,0,190,281_.jpg",,"Animation, Short, Family",7.6,59,United Kingdom,Leo Nielsen,"Eric Hill, David McKee","Corey Burton, Calum Nielsen, Josie Lawrence, Tress MacNeille, Jim Cummings, Paul Nicholas, Stephen Frost, ""Ryan ODonohue"", Lee Cornes, Philip Pope, Steve Steen, Andrew McGibbon",Spot gets a ride on a special sleigh to a very special place in the Arctic.,,
,1996,,,"https://m.media-amazon.com/images/M/MV5BMjE0Nzg3NzQzMF5BMl5BanBnXkFtZTcwMTE2NjkxMQ@@._V1_QL75_UY281_CR3,0,190,281_.jpg",,"Animation, Comedy",8.2,428,United Kingdom,,,,"Grungy, in-your-face claymation comedy about a family of cavemen in prehistorical times, as they struggle to survive in a dangerous world, armed only with their wits - or half of them, anyway. The characters are seen involved in awkward, uncomfortable or plain stupid activities. ... Read all",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BYWE5NzI0ZWYtNWY2Yi00YzQ2LWJhYjEtYmJkNTVlZTUyMDRhXkEyXkFqcGdeQXVyNjc1OTEyMTU@._V1_QL75_UY281_CR3,0,190,281_.jpg",,Reality-TV,5.4,59,United States,Mike Masterson,Mike Masterson,"Nico Almasan, Zion Estes, Randy Likini, David C. Naughton",15 year old Nico visits Hawaii and makes friends with David C. Naughton. Nico and the audience gets a tour of the beautiful state along with lots of surfing.,,
,1995,,,"https://m.media-amazon.com/images/M/MV5BOGZjZjk3ZTEtZjdkNy00YjhhLWFmYTgtZTZiYjVlNjQ0YmUwXkEyXkFqcGdeQXVyODgzMDY4MDc@._V1_QL75_UY281_CR13,0,190,281_.jpg",,Drama,8.7,37,Venezuela,César Miguel Rondón,,"Jean Carlo Simancas, Hilda Abrahamz, Julio Alcázar, Fedra López, Viviana Gibelli, Aroldo Betancourt, Juan Manuel Montesinos, Eva Moreno, José Torres, Alberto Marín, Marisela Buitrago, José Vieira, Ramón Hinojosa, Umberto Buonocuore, Yolanda Muñoz, Gerónimo Gómez, Ivette Domínguez, María Eugenia Perera",Powerful sorcerer Maniña makes a covenant for Eternal youth in exchange of never having kids on her own,,
,,,,"https://m.media-amazon.com/images/M/MV5BMmU2ZDUxM2EtZDE1My00YzczLTk2ZjItYWEzOGYxOWUwZGE3XkEyXkFqcGdeQXVyNjU0NDMyODY@._V1_QL75_UX190_CR0,2,190,281_.jpg",,Action,4.8,101,United States,Junichi Mimura,"Eric P. Sherman, Kazuo Umezu","Billy Drago, Ron Melendez, Henry Silva, Bubba Smith, Caroline Williams, Hiroyuki Konishi, Yasutomi Fujiwara, Andrew Barach, Shannon Escher, Marie Fujita, Hill Harper, Christopher Lynch, Daniella Deutscher, Charles Howerton, Julie Pop, Robert Keith, David Ralphe, Michael Callan","A spy satellite has malfunctioned and is going to crash into the Earth. The US government bring on line a power laser. When the laser strikes the satellite, it causes a rip and time and sends Monroe High school 20 years into the future, including teachers, students and an escapin... Read all",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BMjExOTE4OTUzNl5BMl5BanBnXkFtZTcwNjk1OTkyMQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",,"Documentary, Crime",6.9,81,United Kingdom,,,,"Murderers as you've never seen them before, with exclusive one-on-one interviews. Witness infamous killers such as Ted Bundy and Kenneth Bianchi giving chilling first-hand accounts of their brutal and heinous crimes.",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BNDQzOTYzYzMtYjg1MS00ZTdkLWFhZTQtMGNiMmFiNjYwM2JmXkEyXkFqcGdeQXVyMTUyMzkyMjQy._V1_QL75_UY281_CR155,0,190,281_.jpg",,News,8.3,14,Philippines,,,,,,
,,,,"https://m.media-amazon.com/images/M/MV5BNDRlNDAyY2QtZWYwYS00YjQyLWE0YzgtY2FmMDkyOWU3NDUwXkEyXkFqcGdeQXVyMTUxODIyNzk@._V1_QL75_UX190_CR0,2,190,281_.jpg",,"Drama, Family, Romance",4.6,97,India,Jayprakkash Shaw,"Sachin Bhowmick, Rumi Jaffery, Jayprakkash Shaw","Rishi Kapoor, Raveena Tandon, Sumeet Saigal, Tabu, Prem Chopra, Saeed Jaffrey, Deven Verma, Laxmikant Berde, Anand Balraj, Pran Sikand, Sameer, Rumi Jaffery, Navneet Nishan, Ramna Wadhawan, Maya Alagh, Suresh Chatwal, Dinesh Hingoo, Manmauji","Sagar is a popular singer, and since he is a bachelor, he is always mobbed by young women wherever he stages his shows. On one such show in Srinagar, he meets with beautiful Sapna Narang, and after a few misunderstandings, both fall in love with each other. But Sapna's dad, Pran,... Read all",,
,,,,"https://m.media-amazon.com/images/M/MV5BOTI3MmM0N2UtMWZlOS00MWFlLWIwYzktZWMxNGQ0YmQ5YmJhXkEyXkFqcGdeQXVyMTY0MzA4MDY@._V1_QL75_UX190_CR0,8,190,281_.jpg",,Comedy,4.5,249,United States,Dominick Rossetti,Jonathan Gross,"Jennifer Aniston, Matthew Perry, Marilyn Pasekoff, Michael P. Moran, Peter Hans Benson, Kevin Dewey, Sam Huntington, Erik Jensen, Pamela Wiggins, Sean Sweeney","An instructional video that teaches people how to use the new (at the time) Windows 95 operating system. The guide features the infamous Cyber Sitcom, an overview of the 25 new features, and a segment about the 20 most asked questions regarding Windows 95.",,
,,,,"https://m.media-amazon.com/images/M/MV5BNTc4NzM0YjktM2M3Zi00ZmU3LWFjNmQtZTA2MDRiNGFhYjUwXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,0,190,281_.jpg",,"Drama, Thriller",5.6,97,United States,Ralph E. Portillo,Jalee Bailey,"Betsy Boyle, Tane McClure, Wendy Sage, Michael Albala, Stephanie Carlisle, Benjamin John Parrillo, David Alan, Richard Hench, John Myers, John Kovacevic, Laura Byrnes, Kaya, Juan Andrés Bueno, Todd Bunkley, Heath, Michelle Edmunds, Holly Sorensen, Joanna Serrano","An editor at a publishing house reads romantic manuscripts and until a mysterious psychopathic killer sends her threatening letters. Together with her hip flatmates, they try to expose the bad guy before he can strike.",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BYjI0YmVkMTEtZDViMi00ZmU5LWFhZTAtZDBjZGYzZWJkZjc0XkEyXkFqcGdeQXVyMTYyOTYxNjQ4._V1_QL75_UX190_CR0,43,190,190_.jpg",,Music,5.8,44,United States,David Nelson,,"Tupac Shakur, Coolio, Isaac Hayes, ""Cheryl Salt James"", Spinderella, ""Anthony Treach Criss"", Adina Howard, B-Real, Bill Bellamy, Marcus Chong, Leonard Clifton, Taye Diggs, Warren G, Jasmine Guy, Ice-T, Kenya Moore, Jada Pinkett Smith, Ingrid Rogers",,,
,,,,"https://m.media-amazon.com/images/M/MV5BNDY4NTAwMzMyNl5BMl5BanBnXkFtZTcwOTQwNDEyMQ@@._V1_QL75_UX190_CR0,16,190,281_.jpg",,"Family, Music",7.6,23,United States,Richard Wells,,"Oksana Baiul, Nicole Bobek, Todd Eldredge, Brian Orser, Peggy Fleming, Brian Boitano, Nicole Claus Bourdet","Clara is a young girl who receives a nutcracker doll as a Christmas present from her godfather. Through magic, the doll comes to life in her dreams and takes her on a magical journey. World-famous figure skaters Tai Babilonia and Randy Gardner bring this classic to life.",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BNjhiNThmYzgtYzQ5Mi00NjIzLTliYjctZTQzYWJiMGY1YjI0XkEyXkFqcGdeQXVyMzMwNzg1NTk@._V1_QL75_UY281_CR47,0,190,281_.jpg",,"Action, Comedy, Crime",7.2,17,United States,Brian Bowman,"Eric Schiff, John Arcudi, Doug Mahnke, Mike Richardson","Kent Andre, Bill Burman, Emma Friedland, Don Helms, Jack Kello, Jim Lernon, Lee Reddy, Elton Samms, Rick Schott","Motion comic version of the first issue of the violent comic book ""The Mask"" that the popular 1994 movie was based on.",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BMTk3ODk5MDgwNl5BMl5BanBnXkFtZTcwNzkzNTYxMQ@@._V1_QL75_UY281_CR7,0,190,281_.jpg",,"Documentary, Music",6.3,42,United States,Vicangelo Bulluck,,"Amy Lynn Baxter, Kim Egler, Kat McNenna, Catherine Shaw, Julie Cialini, Seka, Tempest, Tracy Ray, Vanessa Conner, Malissa Champine, Diane Ray, Tricia Thomas, Guadalupe Davina, Lizz Cufari, Janet Layne, Karen Nobis, Jennifer Masterman, Dana Datillo","From New York to L.A., Chicago to Dallas, Atlanta to Detroit, and all across America, you've tuned in and turned on as their sultry voices and charismatic personalities kept you enthralled. You've heard it all and now, you can see it all.",,
,1995,,,,,,,,United States,,,,"Join Hard Hat Harry, the loveable genie, for journeys' into the worlds of helicopters, construction, motorcycles, race cars, and many more. Harry magically appears and takes you on a thrilling one-of-a-kind adventure.",,
,,,,"https://m.media-amazon.com/images/M/MV5BYTEzY2YxYWItODYxOS00MWYzLWFmYTItNmFlNDQ4Nzk0ZTlkXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UY281_CR15,0,190,281_.jpg",,"Comedy, Drama",6.0,1300,Turkey,,,,"A cab stop in Istanbul... The stop's owner Ramazan, is an old skilled driver. Sly, serious, sober and fatherly...A big cab family with Celal the actor, Seker Kazim, Kenan, Omer, Erdal, Ekrem and the stop's tea maker Abuzer... The never ending problems of their families, contradic... Read all",,
,,,,"https://m.media-amazon.com/images/M/MV5BMjA5MjA5NjI0Ml5BMl5BanBnXkFtZTcwOTE1MzUyMQ@@._V1_QL75_UY281_CR8,0,190,281_.jpg",,"Drama, Sci-Fi",3.6,111,United States,Jack Walsh,"K.M. Soehnlein, Jack Walsh","Al Giordano, Desi del Valle, Jeff Constan, John Connally, Wendee Lee Curtis, Eddie Daniels, Joseph Steiner, Shelly Volk, Helen Palladino, Andy Moore, F.J. Sheffield",Futuristic story of Carlos and Ben who fall in love in high school despite the racism and and homophobia. When Fundamentalist forces threaten to take over the U. S. the pair join forces with an underground resistance movement.,,
,,,,"https://m.media-amazon.com/images/M/MV5BMjMxNDEzNzI3MF5BMl5BanBnXkFtZTgwMjk4OTM2NzE@._V1_QL75_UY281_CR11,0,190,281_.jpg",,Documentary,7.7,532,United Kingdom,Nigel Lesmoir-Gordon,"Arthur C. Clarke, Nigel Lesmoir-Gordon","Arthur C. Clarke, Michael Barnsley, Stephen Hawking, Benoît B. Mandelbrot, Ian Stewart",Arthur C. Clarke presents this unusual documentary on the mathematical discovery of the Mandelbrot Set (M-Set) in the visually spectacular world of fractal geometry. This show relates the science of the M-Set to nature in a way that seems to identify the hand of God in the design... Read all,,
,1995,,,"https://m.media-amazon.com/images/M/MV5BNjg0MTA3YjYtN2ZkZC00OWUxLTk4ZjgtN2ZjNDg2N2ZkMjZjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY281_CR10,0,190,281_.jpg",,"Action, Drama",5.1,43,India,Harish Shah,,"Rekha, Mithun Chakraborty, Deepika Amin, Vikas Anand, Sahila Chaddha, Shail Chaturvedi, Chacha Chaudhary, Chhaya, Prem Chopra, Sulabha Deshpande, Ramesh Goyal, Rohini Hattangadi, Shafi Inamdar, T.P. Jain, Ashwin Kaushal, Ashwini Kaushal, Javed Khan Amrohi, Raza Murad","Janki lives a poor lifestyle in a small village consisting of her dad, Bhervi Prasad and her mom. She meets and falls in love with her school-teacher, Ramcharan, and both want to get married. Ramcharan's brother is opposed to this marriage as Bhervi is unable to pay any dowry, ne... Read all",,
,,,,"https://m.media-amazon.com/images/M/MV5BNTQyOTgzMTU4Ml5BMl5BanBnXkFtZTYwMzQ5NzQ5._V1_QL75_UX190_CR0,84,190,281_.jpg",,Short,4.1,123,United States,Michael Kruzan,Michael Kruzan,"Mary-Kate Olsen, Ashley Olsen, Elizabeth Olsen, Arturo Gil, Joseph S. Griffo, Michael Lee Gogin, Jon Menick, Michael McCarthy","In this episode, the sly sleuths are busy wrapping holiday gifts and learning carols when a call from the Three Wise Men sends them in search of The Spirit of Christmas! Now, it's up to the dynamic duo to use all their computer smarts and solve this holiday crime by Christmas tim... Read all",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BNWIzYzZjYTEtMzFmMy00OGEzLWI3ZTktMTc3ZmRkYTMwZjc5XkEyXkFqcGdeQXVyMTE3MzYzMDI2._V1_QL75_UY281_CR16,0,190,281_.jpg",,Animation,7.7,98,China,,,,The legend of the Monkey King and his fellow companions traveling west.,,
,1995,,,"https://m.media-amazon.com/images/M/MV5BNmE5ZjdhZGYtOWE3Mi00YmFmLWJlMTYtOThmYzdhOTE2NTNmXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_QL75_UY281_CR4,0,190,281_.jpg",,Comedy,6.8,30,United States,Rod Thompson,"Ray Stevens, Buddy Kalb, John Ragsdale","Ray Stevens, Buddy Kalb, Tim Hubbard, Connie Freeman, Carol Ponder, Michael Airington, John Ragsdale, Shane Caldwell, Barry McAllister, Virginia Kilgrove, Mary Fielder, Kevin King, Mo Alexander, Scott Kerr, Heather Corwin","Ray Stevens, playing himself runs afoul of a maniacal record company exec who wants him to ""Get Serious."" Ray goes on a zany romp, being chased not only by the record exec, but also by characters from his songs.",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BMTI0Njk3OTYxMV5BMl5BanBnXkFtZTcwOTcxODIzMQ@@._V1_QL75_UX190_CR0,4,190,281_.jpg",,Comedy,7.1,21,United States,,,,,,
,,,,"https://m.media-amazon.com/images/M/MV5BMTM5NjI0MzAxM15BMl5BanBnXkFtZTcwNjQyNTQxNw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",,Drama,5.0,85,United States,Kelley Cauthen,,"Megan Hughes, Doug Jeffery, John Henry Richardson, Candace Kita, Tom Jourden, Deborah Greene, Don Robb, Joseph Maickel, Tricia Collins, Tammy Parks, Joey Gaynor, Tamera Sessions, Samuel Combs Jr.",,,
,1995,,,,,,,,India,Anil Pandit,,"Ishrat Ali, Rana Jung Bahadur, Ranjeet Bedi, Poonam Dasgupta, Pankaj Dheer, Deep Dhillon, Avtar Gill, Rajgopal Iyer, Raza Murad, Deepshikha Nagpal, Asha Sharma","Sweet, attractive and naive Ganga lives in a small village in India, with her mom. She is in love with Shankar, who has gone to the city at the recommendation of Thakur Shamsher Singh, and would like to marry him soon. Her dreams and innocence come to an end when she is lured by ... Read all",,
,,,,"https://m.media-amazon.com/images/M/MV5BMTA1YmRiMjktM2E1NS00MDg1LWFiMzEtMmVhOWEwYjZlM2YyXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UY281_CR155,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi1637024025/1434659607842-pgv4ql-1563942838599.mp4?Expires=1702307420&Signature=rdQNzAUruTplAmq6H0UBR37Pvv72K1iA3dJB4jnYSZjBtJD2ZM6y68ctqrWnzcrIjuQmmKdCUgr01jNbPKFtZjKFnxzx~-l6qtR-QV7JdOdzWIJhEtHZ1NirnkCbzJ5-I1iRP5imS9NdZU-P~x~F~te1qiMsHyKExHmRv7D46YBeeSGmERjoJMQ44VeFy-nuVVbCYZLtACyOCO6ShWeRx2kNOd99KvPXfYZBn2jHvy20bZl4ARU1ivZ~VgtEsFCK8MqKQS1xiTTDsAstQSu393I8hMj~HceGOeXaZvvgHKRZabyizrCuhkyP0IzSY4otwQ4DlFF0uW90zN7wDHum9g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Crime, Drama, Thriller",6.9,142,United States,David Winkler,"Nelson McCormick, David Winkler","Clarence Williams III, Matthew McConaughey, Illeana Douglas, Duane Clark, Nelson McCormick, Jonathan Penner","In Judgement County, Texas, a rookie cop gets the ultimate test when an APB for a child killer fits the general description of a man he stops for speeding. By day's end, his boss, the sheriff, is out of reach, a power outage blocks him from checking the suspect's identity or gett... Read all",,
,1996,,,"https://m.media-amazon.com/images/M/MV5BOTRjMTgzNDItMTM4Zi00NmFiLWFkYWItNmNhZGIzYmFkZjE5XkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_QL75_UY281_CR11,0,190,281_.jpg",,"Mystery, Thriller",4.3,280,Australia,Clive Fleury,Clive Fleury,"Patsy Kensit, Robert Reynolds, Rebecca Rigg, Shane Briant, Gary Day, Justin Monjo, David E. Woodley, Vanessa Steele, Craig Ashley, Dean Nottle, Anthony Phelan, Liz Burch, Jonathan Hardy, Nathan McGregor, Paul Denny, Brad Buckley, Puven Pather, Stephen Davis",A pair of cops investigate a series of art-gallery related murders.,,
,1995,,,"https://m.media-amazon.com/images/M/MV5BMmNkMTU5ZmYtMzcwYy00NTY2LTkwNDgtMTM4N2Q5NDUwMTg3XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR8,0,190,281_.jpg",,"Animation, Adventure, Comedy",7.4,293,France,,,,"The misadventures of Iznogoud, the Grand Vizier, who is forever trying to eliminate the Sultan and size the throne for himself, never with any success.",,
,1995,,,,,,,,United Kingdom,,,,,,
,,,,"https://m.media-amazon.com/images/M/MV5BNDRjZTIzMmYtMTNhNC00NmZiLWJhMDItZTcwYmI5OGRlZjFmXkEyXkFqcGdeQXVyNjc1MzY5NDU@._V1_QL75_UY281_CR18,0,190,281_.jpg",,"Action, Crime, Romance",5.0,132,India,Mahesh Bhatt,Robin Bhatt,"Jackie Shroff, Manisha Koirala, Paresh Rawal, Tom Alter, Paramveer Singh, Sudha Chandran, Avtar Gill, Gulshan Grover, Mushtaq Khan, Akash Khurana, Arun Bakshi, Makrand Deshpande","Raja leads a life of crime; his girlfriend, Priya convinces him to give up his criminal ways to which he agrees to not only earn an honest living but provide the police with the names and information of his partners in crime only to learn that he is framed for a murder he did not... Read all",,
